,GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
254,22100128,1610612752,Knicks,NYK,New York,240:00,41.0,96.0,0.4270000000000001,10.0,40.0,0.25,21.0,26.0,0.8079999999999999,20.0,39.0,59.0,16.0,11.0,4.0,13.0,17.0,113.0,15.0
255,22100128,1610612749,Bucks,MIL,Milwaukee,240:00,33.0,82.0,0.402,16.0,43.0,0.3720000000000001,16.0,21.0,0.762,7.0,30.0,37.0,19.0,4.0,5.0,14.0,20.0,98.0,-15.0
256,22100129,1610612750,Timberwolves,MIN,Minnesota,240:00,31.0,89.0,0.348,17.0,52.0,0.327,5.0,7.0,0.7140000000000001,7.0,35.0,42.0,17.0,8.0,7.0,21.0,33.0,84.0,-20.0
257,22100129,1610612746,Clippers,LAC,LA,240:00,36.0,88.0,0.409,6.0,28.0,0.214,26.0,32.0,0.813,15.0,47.0,62.0,18.0,12.0,4.0,17.0,16.0,104.0,20.0
258,22100130,1610612740,Pelicans,NOP,New Orleans,240:00,31.0,87.0,0.35600000000000004,11.0,44.0,0.25,12.0,16.0,0.75,11.0,30.0,41.0,23.0,7.0,2.0,18.0,18.0,85.0,-41.0
259,22100130,1610612744,Warriors,GSW,Golden State,240:00,47.0,90.0,0.522,20.0,50.0,0.4,12.0,14.0,0.857,9.0,39.0,48.0,36.0,11.0,3.0,12.0,16.0,126.0,41.0
260,22100131,1610612757,Trail Blazers,POR,Portland,240:00,40.0,82.0,0.488,17.0,39.0,0.436,13.0,15.0,0.867,6.0,36.0,42.0,27.0,7.0,4.0,13.0,15.0,110.0,4.0
261,22100131,1610612754,Pacers,IND,Indiana,240:00,43.0,88.0,0.489,14.0,42.0,0.333,6.0,10.0,0.6,7.0,33.0,40.0,28.0,8.0,2.0,11.0,18.0,106.0,-4.0
262,22100132,1610612758,Kings,SAC,Sacramento,240:00,48.0,87.0,0.552,22.0,44.0,0.5,22.0,26.0,0.846,13.0,43.0,56.0,29.0,5.0,1.0,18.0,21.0,140.0,30.0
263,22100132,1610612766,Hornets,CHA,Charlotte,240:00,43.0,92.0,0.467,11.0,35.0,0.314,13.0,21.0,0.619,7.0,21.0,28.0,29.0,8.0,5.0,10.0,19.0,110.0,-30.0
264,22100133,1610612745,Rockets,HOU,Houston,240:00,35.0,75.0,0.467,8.0,28.0,0.28600000000000003,16.0,24.0,0.667,7.0,40.0,47.0,19.0,8.0,6.0,16.0,16.0,94.0,-1.0
265,22100133,1610612743,Nuggets,DEN,Denver,240:00,36.0,89.0,0.40399999999999997,9.0,40.0,0.225,14.0,17.0,0.8240000000000001,10.0,35.0,45.0,19.0,10.0,5.0,11.0,20.0,95.0,1.0
266,22100134,1610612762,Jazz,UTA,Utah,240:00,43.0,83.0,0.518,15.0,45.0,0.33299999999999996,14.0,19.0,0.737,7.0,24.0,31.0,26.0,10.0,3.0,6.0,19.0,115.0,-3.0
267,22100134,1610612748,Heat,MIA,Miami,240:00,47.0,78.0,0.603,11.0,21.0,0.524,13.0,17.0,0.765,7.0,29.0,36.0,30.0,3.0,1.0,14.0,18.0,118.0,3.0
268,22100135,1610612755,76ers,PHI,Philadelphia,240:00,43.0,81.0,0.531,13.0,26.0,0.5,15.0,19.0,0.789,6.0,35.0,41.0,22.0,6.0,5.0,14.0,22.0,114.0,9.0
269,22100135,1610612741,Bulls,CHI,Chicago,240:00,37.0,92.0,0.402,7.0,29.0,0.24100000000000002,24.0,30.0,0.8,18.0,28.0,46.0,20.0,7.0,1.0,9.0,19.0,105.0,-9.0
270,22100136,1610612742,Mavericks,DAL,Dallas,240:00,41.0,78.0,0.526,13.0,39.0,0.33299999999999996,12.0,14.0,0.857,7.0,33.0,40.0,19.0,7.0,6.0,15.0,18.0,107.0,3.0
271,22100136,1610612738,Celtics,BOS,Boston,240:00,42.0,86.0,0.488,9.0,31.0,0.29,11.0,16.0,0.688,8.0,28.0,36.0,20.0,6.0,2.0,11.0,14.0,104.0,-3.0
272,22100137,1610612756,Suns,PHX,Phoenix,240:00,45.0,88.0,0.511,14.0,43.0,0.326,17.0,21.0,0.81,5.0,37.0,42.0,26.0,8.0,6.0,12.0,22.0,121.0,4.0
273,22100137,1610612737,Hawks,ATL,Atlanta,240:00,42.0,97.0,0.433,13.0,33.0,0.39399999999999996,20.0,23.0,0.87,14.0,36.0,50.0,18.0,3.0,1.0,12.0,16.0,117.0,-4.0
274,22100138,1610612757,Trail Blazers,POR,Portland,240:00,36.0,95.0,0.379,15.0,55.0,0.273,18.0,24.0,0.75,12.0,40.0,52.0,22.0,14.0,7.0,11.0,21.0,105.0,15.0
275,22100138,1610612747,Lakers,LAL,Los Angeles,240:00,31.0,90.0,0.344,9.0,32.0,0.281,19.0,24.0,0.792,11.0,48.0,59.0,20.0,8.0,6.0,19.0,17.0,90.0,-15.0
276,22100139,1610612761,Raptors,TOR,Toronto,240:00,41.0,87.0,0.471,7.0,30.0,0.233,14.0,18.0,0.778,8.0,26.0,34.0,23.0,11.0,5.0,8.0,16.0,103.0,-13.0
277,22100139,1610612751,Nets,BKN,Brooklyn,240:00,41.0,79.0,0.519,17.0,38.0,0.447,17.0,20.0,0.85,12.0,36.0,48.0,29.0,3.0,0.0,16.0,15.0,116.0,13.0
278,22100140,1610612752,Knicks,NYK,New York,240:00,39.0,85.0,0.459,9.0,31.0,0.29,22.0,24.0,0.917,7.0,25.0,32.0,21.0,9.0,9.0,10.0,14.0,109.0,-17.0
279,22100140,1610612739,Cavaliers,CLE,Cleveland,240:00,49.0,90.0,0.544,19.0,35.0,0.5429999999999999,9.0,11.0,0.818,11.0,37.0,48.0,31.0,8.0,2.0,15.0,18.0,126.0,17.0
280,22100141,1610612762,Jazz,UTA,Utah,240:00,34.0,89.0,0.382,8.0,42.0,0.19,24.0,29.0,0.828,16.0,34.0,50.0,21.0,10.0,7.0,17.0,17.0,100.0,-7.0
281,22100141,1610612753,Magic,ORL,Orlando,240:00,43.0,87.0,0.494,12.0,32.0,0.375,9.0,11.0,0.818,7.0,32.0,39.0,24.0,8.0,8.0,13.0,22.0,107.0,7.0
282,22100142,1610612764,Wizards,WAS,Washington,240:00,41.0,81.0,0.506,11.0,27.0,0.407,8.0,13.0,0.615,4.0,38.0,42.0,24.0,8.0,8.0,19.0,16.0,101.0,7.0
283,22100142,1610612749,Bucks,MIL,Milwaukee,240:00,37.0,94.0,0.394,10.0,36.0,0.278,10.0,18.0,0.556,16.0,33.0,49.0,17.0,14.0,3.0,12.0,10.0,94.0,-7.0
284,22100143,1610612758,Kings,SAC,Sacramento,240:00,31.0,84.0,0.369,10.0,34.0,0.294,19.0,22.0,0.8640000000000001,8.0,25.0,33.0,20.0,14.0,6.0,12.0,18.0,91.0,-3.0
285,22100143,1610612754,Pacers,IND,Indiana,240:00,37.0,83.0,0.446,6.0,25.0,0.24,14.0,18.0,0.778,13.0,41.0,54.0,13.0,8.0,7.0,19.0,24.0,94.0,3.0
286,22100144,1610612759,Spurs,SAS,San Antonio,240:00,41.0,100.0,0.41,6.0,30.0,0.2,6.0,9.0,0.667,11.0,35.0,46.0,29.0,9.0,10.0,9.0,16.0,94.0,-5.0
287,22100144,1610612760,Thunder,OKC,Oklahoma City,240:00,35.0,94.0,0.3720000000000001,12.0,42.0,0.28600000000000003,17.0,20.0,0.85,15.0,42.0,57.0,21.0,5.0,7.0,13.0,14.0,99.0,5.0
288,22100145,1610612745,Rockets,HOU,Houston,240:00,36.0,79.0,0.456,10.0,33.0,0.303,25.0,37.0,0.6759999999999999,12.0,30.0,42.0,17.0,11.0,3.0,21.0,16.0,107.0,-13.0
289,22100145,1610612744,Warriors,GSW,Golden State,240:00,44.0,85.0,0.518,15.0,46.0,0.326,17.0,20.0,0.85,7.0,34.0,41.0,31.0,12.0,3.0,15.0,28.0,120.0,13.0
290,22100146,1610612746,Clippers,LAC,LA,240:00,41.0,86.0,0.477,18.0,48.0,0.375,20.0,21.0,0.952,7.0,43.0,50.0,24.0,8.0,5.0,20.0,16.0,120.0,14.0
291,22100146,1610612766,Hornets,CHA,Charlotte,240:00,41.0,101.0,0.406,10.0,33.0,0.303,14.0,18.0,0.778,12.0,32.0,44.0,20.0,13.0,2.0,13.0,21.0,106.0,-14.0
292,22100147,1610612755,76ers,PHI,Philadelphia,240:00,35.0,91.0,0.385,13.0,40.0,0.325,13.0,16.0,0.813,12.0,35.0,47.0,20.0,7.0,6.0,8.0,13.0,96.0,-7.0
293,22100147,1610612752,Knicks,NYK,New York,240:00,40.0,91.0,0.44,13.0,40.0,0.325,10.0,13.0,0.769,14.0,41.0,55.0,25.0,4.0,4.0,13.0,18.0,103.0,7.0
294,22100148,1610612741,Bulls,CHI,Chicago,240:00,46.0,98.0,0.469,9.0,31.0,0.29,17.0,20.0,0.85,15.0,41.0,56.0,21.0,8.0,5.0,9.0,17.0,118.0,23.0
295,22100148,1610612751,Nets,BKN,Brooklyn,240:00,34.0,86.0,0.395,11.0,33.0,0.33299999999999996,16.0,19.0,0.8420000000000001,6.0,36.0,42.0,19.0,6.0,7.0,14.0,16.0,95.0,-23.0
296,22100149,1610612750,Timberwolves,MIN,Minnesota,265:00,41.0,97.0,0.423,17.0,45.0,0.37799999999999995,19.0,23.0,0.826,15.0,30.0,45.0,23.0,7.0,8.0,13.0,27.0,118.0,-7.0
297,22100149,1610612763,Grizzlies,MEM,Memphis,265:00,46.0,92.0,0.5,11.0,28.0,0.39299999999999996,22.0,26.0,0.846,15.0,36.0,51.0,28.0,7.0,8.0,13.0,22.0,125.0,7.0
298,22100150,1610612740,Pelicans,NOP,New Orleans,240:00,37.0,87.0,0.425,9.0,34.0,0.265,9.0,11.0,0.818,9.0,30.0,39.0,27.0,7.0,0.0,13.0,16.0,92.0,-16.0
299,22100150,1610612742,Mavericks,DAL,Dallas,240:00,43.0,85.0,0.506,14.0,35.0,0.4,8.0,13.0,0.615,9.0,37.0,46.0,27.0,7.0,3.0,12.0,15.0,108.0,16.0
300,22100151,1610612748,Heat,MIA,Miami,240:00,31.0,78.0,0.397,13.0,36.0,0.361,21.0,25.0,0.84,6.0,31.0,37.0,22.0,3.0,3.0,13.0,20.0,96.0,-17.0
301,22100151,1610612743,Nuggets,DEN,Denver,240:00,42.0,91.0,0.462,12.0,41.0,0.293,17.0,24.0,0.708,12.0,37.0,49.0,28.0,7.0,5.0,9.0,23.0,113.0,17.0
302,22100152,1610612744,Warriors,GSW,Golden State,240:00,44.0,92.0,0.478,18.0,44.0,0.409,21.0,22.0,0.955,10.0,29.0,39.0,31.0,13.0,4.0,13.0,22.0,127.0,14.0
303,22100152,1610612737,Hawks,ATL,Atlanta,240:00,38.0,82.0,0.46299999999999997,17.0,43.0,0.395,20.0,26.0,0.769,3.0,32.0,35.0,21.0,6.0,2.0,18.0,16.0,113.0,-14.0
304,22100153,1610612758,Kings,SAC,Sacramento,240:00,37.0,82.0,0.451,10.0,24.0,0.41700000000000004,20.0,26.0,0.769,8.0,38.0,46.0,18.0,6.0,6.0,24.0,18.0,104.0,-5.0
305,22100153,1610612756,Suns,PHX,Phoenix,240:00,44.0,93.0,0.473,12.0,30.0,0.4,9.0,11.0,0.818,5.0,33.0,38.0,28.0,14.0,9.0,14.0,21.0,109.0,5.0
306,22100154,1610612747,Lakers,LAL,Los Angeles,265:00,44.0,91.0,0.484,13.0,32.0,0.406,25.0,35.0,0.7140000000000001,8.0,43.0,51.0,30.0,11.0,8.0,15.0,23.0,126.0,3.0
307,22100154,1610612766,Hornets,CHA,Charlotte,265:00,43.0,99.0,0.434,14.0,42.0,0.33299999999999996,23.0,28.0,0.821,14.0,41.0,55.0,23.0,5.0,3.0,18.0,23.0,123.0,-3.0
308,22100155,1610612755,76ers,PHI,Philadelphia,240:00,42.0,103.0,0.408,14.0,43.0,0.326,11.0,12.0,0.917,13.0,33.0,46.0,21.0,7.0,7.0,7.0,20.0,109.0,-9.0
309,22100155,1610612749,Bucks,MIL,Milwaukee,240:00,44.0,95.0,0.46299999999999997,15.0,39.0,0.385,15.0,21.0,0.7140000000000001,12.0,40.0,52.0,21.0,5.0,6.0,8.0,10.0,118.0,9.0
310,22100156,1610612762,Jazz,UTA,Utah,240:00,41.0,81.0,0.506,15.0,38.0,0.395,13.0,16.0,0.813,8.0,36.0,44.0,21.0,8.0,4.0,14.0,20.0,110.0,12.0
311,22100156,1610612737,Hawks,ATL,Atlanta,240:00,37.0,85.0,0.435,18.0,35.0,0.514,6.0,10.0,0.6,6.0,26.0,32.0,22.0,6.0,5.0,11.0,18.0,98.0,-12.0
312,22100157,1610612757,Trail Blazers,POR,Portland,240:00,43.0,91.0,0.473,14.0,37.0,0.37799999999999995,9.0,12.0,0.75,9.0,34.0,43.0,29.0,6.0,5.0,9.0,15.0,109.0,-8.0
313,22100157,1610612746,Clippers,LAC,LA,240:00,44.0,85.0,0.518,16.0,30.0,0.5329999999999999,13.0,19.0,0.684,5.0,38.0,43.0,25.0,5.0,0.0,8.0,17.0,117.0,8.0
314,22100158,1610612764,Wizards,WAS,Washington,240:00,35.0,84.0,0.417,10.0,28.0,0.35700000000000004,17.0,17.0,1.0,12.0,37.0,49.0,25.0,9.0,2.0,12.0,20.0,97.0,3.0
315,22100158,1610612739,Cavaliers,CLE,Cleveland,240:00,35.0,76.0,0.461,9.0,31.0,0.29,15.0,21.0,0.7140000000000001,6.0,34.0,40.0,21.0,7.0,4.0,14.0,18.0,94.0,-3.0
316,22100159,1610612753,Magic,ORL,Orlando,240:00,35.0,92.0,0.38,4.0,33.0,0.121,16.0,24.0,0.667,12.0,37.0,49.0,19.0,10.0,3.0,17.0,18.0,90.0,-33.0
317,22100159,1610612751,Nets,BKN,Brooklyn,240:00,46.0,91.0,0.505,16.0,37.0,0.4320000000000001,15.0,17.0,0.882,8.0,41.0,49.0,29.0,8.0,5.0,15.0,18.0,123.0,33.0
318,22100160,1610612761,Raptors,TOR,Toronto,240:00,33.0,77.0,0.429,6.0,25.0,0.24,16.0,19.0,0.8420000000000001,6.0,35.0,41.0,20.0,8.0,8.0,18.0,17.0,88.0,-16.0
319,22100160,1610612738,Celtics,BOS,Boston,240:00,42.0,94.0,0.447,10.0,29.0,0.345,10.0,15.0,0.667,12.0,32.0,44.0,21.0,10.0,5.0,15.0,13.0,104.0,16.0
320,22100161,1610612752,Knicks,NYK,New York,240:00,36.0,83.0,0.434,16.0,37.0,0.4320000000000001,12.0,17.0,0.706,7.0,31.0,38.0,19.0,9.0,10.0,10.0,17.0,100.0,-12.0
321,22100161,1610612749,Bucks,MIL,Milwaukee,240:00,40.0,90.0,0.444,26.0,50.0,0.52,6.0,9.0,0.667,13.0,37.0,50.0,29.0,4.0,4.0,14.0,17.0,112.0,12.0
322,22100162,1610612745,Rockets,HOU,Houston,240:00,35.0,82.0,0.4270000000000001,12.0,34.0,0.353,22.0,34.0,0.647,8.0,34.0,42.0,17.0,5.0,5.0,13.0,20.0,104.0,-8.0
323,22100162,1610612765,Pistons,DET,Detroit,240:00,42.0,97.0,0.433,16.0,48.0,0.333,12.0,18.0,0.667,16.0,33.0,49.0,23.0,6.0,6.0,14.0,26.0,112.0,8.0
324,22100163,1610612742,Mavericks,DAL,Dallas,240:00,38.0,83.0,0.458,12.0,33.0,0.364,19.0,24.0,0.792,8.0,35.0,43.0,23.0,9.0,4.0,12.0,16.0,107.0,-10.0
325,22100163,1610612741,Bulls,CHI,Chicago,240:00,45.0,89.0,0.506,15.0,31.0,0.484,12.0,14.0,0.857,8.0,38.0,46.0,26.0,9.0,2.0,11.0,15.0,117.0,10.0
326,22100164,1610612763,Grizzlies,MEM,Memphis,240:00,45.0,106.0,0.425,9.0,38.0,0.237,9.0,15.0,0.6,19.0,37.0,56.0,27.0,14.0,8.0,16.0,18.0,108.0,-10.0
327,22100164,1610612766,Hornets,CHA,Charlotte,240:00,41.0,90.0,0.456,15.0,36.0,0.417,21.0,24.0,0.875,9.0,40.0,49.0,32.0,13.0,7.0,17.0,16.0,118.0,10.0
328,22100165,1610612760,Thunder,OKC,Oklahoma City,240:00,37.0,87.0,0.425,10.0,34.0,0.294,24.0,30.0,0.8,13.0,43.0,56.0,23.0,6.0,4.0,18.0,23.0,108.0,8.0
329,22100165,1610612740,Pelicans,NOP,New Orleans,240:00,34.0,97.0,0.35100000000000003,9.0,35.0,0.257,23.0,32.0,0.7190000000000001,19.0,31.0,50.0,24.0,13.0,5.0,9.0,20.0,100.0,-8.0
330,22100166,1610612759,Spurs,SAS,San Antonio,240:00,49.0,92.0,0.5329999999999999,18.0,32.0,0.563,20.0,31.0,0.645,12.0,32.0,44.0,34.0,10.0,4.0,8.0,16.0,136.0,19.0
331,22100166,1610612758,Kings,SAC,Sacramento,240:00,47.0,92.0,0.511,10.0,36.0,0.278,13.0,16.0,0.813,11.0,33.0,44.0,20.0,4.0,6.0,14.0,26.0,117.0,-19.0
332,22100167,1610612754,Pacers,IND,Indiana,240:00,40.0,84.0,0.476,11.0,31.0,0.355,7.0,11.0,0.636,10.0,38.0,48.0,22.0,5.0,11.0,12.0,19.0,98.0,-3.0
333,22100167,1610612743,Nuggets,DEN,Denver,240:00,36.0,84.0,0.429,12.0,30.0,0.4,17.0,20.0,0.85,11.0,28.0,39.0,19.0,5.0,4.0,10.0,14.0,101.0,3.0
334,22100168,1610612757,Trail Blazers,POR,Portland,240:00,44.0,91.0,0.484,7.0,30.0,0.233,14.0,16.0,0.875,14.0,32.0,46.0,24.0,5.0,2.0,14.0,21.0,109.0,-10.0
335,22100168,1610612756,Suns,PHX,Phoenix,240:00,49.0,94.0,0.521,11.0,28.0,0.393,10.0,12.0,0.833,9.0,30.0,39.0,27.0,6.0,6.0,10.0,20.0,119.0,10.0
336,22100169,1610612750,Timberwolves,MIN,Minnesota,240:00,39.0,96.0,0.406,17.0,44.0,0.386,15.0,20.0,0.75,18.0,23.0,41.0,30.0,8.0,4.0,17.0,28.0,110.0,-13.0
337,22100169,1610612744,Warriors,GSW,Golden State,240:00,40.0,85.0,0.471,11.0,40.0,0.275,32.0,40.0,0.8,20.0,33.0,53.0,23.0,14.0,6.0,16.0,21.0,123.0,13.0
338,22100170,1610612748,Heat,MIA,Miami,265:00,40.0,96.0,0.417,10.0,37.0,0.27,27.0,35.0,0.7709999999999999,11.0,36.0,47.0,26.0,14.0,2.0,14.0,25.0,117.0,-3.0
339,22100170,1610612747,Lakers,LAL,Los Angeles,265:00,46.0,92.0,0.5,18.0,38.0,0.474,10.0,16.0,0.625,9.0,41.0,50.0,26.0,5.0,6.0,22.0,27.0,120.0,3.0
340,22100171,1610612761,Raptors,TOR,Toronto,240:00,42.0,96.0,0.43799999999999994,14.0,33.0,0.424,17.0,17.0,1.0,16.0,31.0,47.0,25.0,9.0,7.0,11.0,18.0,115.0,6.0
341,22100171,1610612755,76ers,PHI,Philadelphia,240:00,40.0,88.0,0.455,11.0,34.0,0.324,18.0,19.0,0.9470000000000001,9.0,30.0,39.0,29.0,8.0,8.0,12.0,16.0,109.0,-6.0
342,22100172,1610612762,Jazz,UTA,Utah,240:00,39.0,83.0,0.47,9.0,32.0,0.281,13.0,23.0,0.565,7.0,30.0,37.0,22.0,6.0,4.0,12.0,16.0,100.0,-11.0
343,22100172,1610612754,Pacers,IND,Indiana,240:00,43.0,96.0,0.44799999999999995,11.0,31.0,0.355,14.0,19.0,0.737,15.0,38.0,53.0,19.0,7.0,5.0,10.0,23.0,111.0,11.0
344,22100173,1610612748,Heat,MIA,Miami,240:00,43.0,97.0,0.44299999999999995,9.0,41.0,0.22,14.0,17.0,0.8240000000000001,18.0,32.0,50.0,18.0,9.0,4.0,15.0,21.0,109.0,-3.0
345,22100173,1610612746,Clippers,LAC,LA,240:00,43.0,91.0,0.473,11.0,37.0,0.297,15.0,17.0,0.882,9.0,33.0,42.0,20.0,9.0,9.0,12.0,14.0,112.0,3.0
346,0022100174,1610612752,Knicks,NYK,New York,240:00,36.0,93.0,0.387,13.0,35.0,0.371,11.0,18.0,0.611,14.0,37.0,51.0,17.0,8.0,5.0,19.0,22.0,96.0,-8.0
347,0022100174,1610612766,Hornets,CHA,Charlotte,240:00,39.0,90.0,0.433,10.0,36.0,0.278,16.0,24.0,0.667,12.0,37.0,49.0,25.0,10.0,5.0,12.0,18.0,104.0,8.0
348,0022100175,1610612749,Bucks,MIL,Milwaukee,265:00,44.0,98.0,0.449,16.0,47.0,0.34,9.0,11.0,0.818,12.0,27.0,39.0,23.0,7.0,3.0,11.0,19.0,113.0,-9.0
349,0022100175,1610612738,Celtics,BOS,Boston,265:00,47.0,96.0,0.49,12.0,41.0,0.293,16.0,18.0,0.889,16.0,37.0,53.0,22.0,5.0,7.0,16.0,12.0,122.0,9.0
350,0022100176,1610612765,Pistons,DET,Detroit,240:00,29.0,79.0,0.367,9.0,30.0,0.3,11.0,13.0,0.846,10.0,33.0,43.0,18.0,12.0,5.0,23.0,13.0,78.0,-20.0
351,0022100176,1610612739,Cavaliers,CLE,Cleveland,240:00,39.0,82.0,0.476,14.0,41.0,0.341,6.0,9.0,0.667,8.0,32.0,40.0,27.0,12.0,5.0,19.0,11.0,98.0,20.0
352,0022100177,1610612757,Trail Blazers,POR,Portland,240:00,34.0,87.0,0.391,11.0,36.0,0.306,25.0,31.0,0.806,11.0,41.0,52.0,21.0,10.0,4.0,13.0,27.0,104.0,12.0
353,0022100177,1610612745,Rockets,HOU,Houston,240:00,34.0,85.0,0.4,7.0,32.0,0.219,17.0,27.0,0.63,9.0,40.0,49.0,13.0,6.0,6.0,13.0,23.0,92.0,-12.0
354,0022100178,1610612756,Suns,PHX,Phoenix,240:00,46.0,94.0,0.489,18.0,37.0,0.486,9.0,9.0,1.0,4.0,42.0,46.0,28.0,12.0,6.0,12.0,22.0,119.0,25.0
355,0022100178,1610612763,Grizzlies,MEM,Memphis,240:00,37.0,98.0,0.378,7.0,33.0,0.212,13.0,23.0,0.565,17.0,42.0,59.0,19.0,6.0,6.0,15.0,16.0,94.0,-25.0
356,0022100179,1610612740,Pelicans,NOP,New Orleans,240:00,43.0,88.0,0.489,13.0,32.0,0.406,13.0,16.0,0.813,12.0,31.0,43.0,26.0,6.0,4.0,15.0,26.0,112.0,-8.0
357,0022100179,1610612751,Nets,BKN,Brooklyn,240:00,41.0,81.0,0.506,18.0,34.0,0.529,20.0,27.0,0.741,7.0,27.0,34.0,27.0,9.0,4.0,12.0,20.0,120.0,8.0
358,0022100180,1610612758,Kings,SAC,Sacramento,240:00,38.0,95.0,0.4,14.0,41.0,0.341,13.0,17.0,0.765,11.0,38.0,49.0,20.0,5.0,7.0,13.0,12.0,103.0,-2.0
359,0022100180,1610612760,Thunder,OKC,Oklahoma City,240:00,42.0,99.0,0.424,10.0,30.0,0.333,11.0,15.0,0.733,16.0,36.0,52.0,13.0,8.0,6.0,10.0,18.0,105.0,2.0
360,0022100181,1610612759,Spurs,SAS,San Antonio,240:00,41.0,84.0,0.488,13.0,30.0,0.433,14.0,20.0,0.7,3.0,38.0,41.0,30.0,3.0,3.0,13.0,17.0,109.0,-14.0
361,0022100181,1610612742,Mavericks,DAL,Dallas,240:00,46.0,100.0,0.46,18.0,45.0,0.4,13.0,19.0,0.684,10.0,38.0,48.0,30.0,9.0,8.0,5.0,18.0,123.0,14.0
362,0022100182,1610612743,Nuggets,DEN,Denver,240:00,40.0,90.0,0.444,10.0,35.0,0.286,15.0,20.0,0.75,10.0,39.0,49.0,26.0,6.0,5.0,7.0,21.0,105.0,9.0
363,0022100182,1610612737,Hawks,ATL,Atlanta,240:00,38.0,93.0,0.409,5.0,28.0,0.179,15.0,21.0,0.714,14.0,36.0,50.0,20.0,2.0,5.0,8.0,20.0,96.0,-9.0
364,0022100183,1610612744,Warriors,GSW,Golden State,240:00,45.0,93.0,0.484,15.0,46.0,0.326,14.0,16.0,0.875,12.0,35.0,47.0,27.0,15.0,3.0,16.0,15.0,119.0,26.0
365,0022100183,1610612741,Bulls,CHI,Chicago,240:00,34.0,78.0,0.436,8.0,27.0,0.296,17.0,22.0,0.773,7.0,31.0,38.0,18.0,9.0,2.0,20.0,16.0,93.0,-26.0
366,0022100184,1610612750,Timberwolves,MIN,Minnesota,240:00,43.0,94.0,0.457,12.0,37.0,0.324,9.0,12.0,0.75,14.0,40.0,54.0,24.0,10.0,4.0,16.0,21.0,107.0,24.0
367,0022100184,1610612747,Lakers,LAL,Los Angeles,240:00,29.0,82.0,0.354,9.0,41.0,0.22,16.0,20.0,0.8,11.0,33.0,44.0,17.0,12.0,8.0,19.0,14.0,83.0,-24.0
